user_id,movie_id,rating,timestamp,split
65366,6,1,2017-06-12 21:36:41,train
65366,47,1,2016-02-25 16:22:49,train
65366,50,1,2016-02-25 16:22:56,train
65366,70,1,2016-02-25 16:16:41,train
65366,111,0,2016-02-25 16:23:49,train
65366,253,1,2017-06-12 21:36:34,train
65366,260,1,2016-02-25 15:59:33,train
65366,293,1,2016-02-25 15:59:39,train
65366,296,1,2016-02-25 16:01:09,train
65366,318,1,2016-02-25 16:22:59,train
65366,356,1,2016-02-25 16:02:08,train
65366,480,1,2016-02-25 16:08:45,train
65366,541,1,2016-02-25 16:23:44,train
65366,589,1,2017-06-12 21:39:18,train
65366,592,1,2016-02-25 16:14:51,train
65366,593,1,2016-02-25 16:01:06,train
65366,608,1,2016-02-25 16:23:47,train
65366,780,0,2016-02-25 16:14:33,train
65366,1036,1,2016-02-25 16:01:57,train
65366,1079,1,2016-02-25 16:04:36,train
65366,1080,1,2017-06-13 06:25:57,train
65366,1196,1,2016-02-25 15:59:35,train
65366,1198,1,2016-02-25 15:59:27,train
65366,1200,1,2018-04-24 18:50:18,train
65366,1206,0,2016-02-25 16:02:52,train
65366,1210,1,2016-02-25 15:59:52,train
65366,1214,1,2016-02-25 16:01:46,train
65366,1215,1,2016-02-25 16:08:01,train
65366,1222,1,2016-02-25 16:02:12,train
65366,1261,1,2016-02-25 16:06:59,train
65366,1291,1,2016-02-25 15:59:25,train
65366,1370,1,2016-02-25 16:13:52,train
65366,1391,1,2016-02-25 16:21:14,train
65366,1405,0,2017-06-13 06:25:58,train
65366,1580,1,2016-02-25 16:10:56,train
65366,1676,1,2016-02-25 16:27:27,train
65366,1682,1,2016-02-25 16:05:37,train
65366,1884,0,2016-02-25 16:07:33,train
65366,1918,1,2016-02-25 16:20:08,train
65366,2001,1,2016-02-25 16:16:36,train
65366,2002,1,2016-02-25 16:18:43,train
65366,2115,1,2016-02-25 16:08:26,train
65366,2288,1,2018-04-24 18:50:26,train
65366,2318,0,2016-02-25 16:04:43,train
65366,2329,1,2016-02-25 16:01:43,train
65366,2529,1,2016-02-25 16:09:58,train
65366,2571,1,2016-02-25 15:59:16,train
65366,2700,1,2017-06-12 21:39:23,train
65366,2867,0,2016-02-25 16:16:06,train
65366,2916,1,2016-02-25 16:10:29,train
65366,2959,1,2016-02-25 15:59:11,train
65366,2985,1,2016-02-25 16:16:23,train
65366,3081,1,2016-02-25 16:11:30,train
65366,3147,1,2016-02-25 16:02:37,train
65366,3275,0,2016-02-25 16:03:14,train
65366,3300,1,2016-02-25 16:14:12,train
65366,3527,1,2016-02-25 16:09:29,train
65366,3868,1,2017-06-12 21:39:29,train
65366,3949,1,2016-02-25 16:02:22,train
65366,4553,0,2016-02-25 16:10:04,train
65366,4878,1,2016-02-25 16:02:44,train
65366,4993,1,2016-02-25 16:01:18,train
65366,5254,1,2016-02-25 16:20:02,train
65366,5349,0,2016-02-25 16:11:39,train
65366,5952,1,2016-02-25 16:01:31,train
65366,6539,0,2016-02-25 16:05:08,train
65366,6659,1,2016-02-25 16:16:00,train
65366,6874,1,2016-02-25 16:26:39,train
65366,7153,1,2016-02-25 16:01:24,train
65366,7373,1,2016-02-25 16:16:30,train
65366,7438,0,2016-02-25 16:04:24,train
65366,7445,0,2016-02-25 16:06:00,train
65366,8636,1,2016-02-25 16:11:54,train
65366,8644,1,2016-02-25 16:12:58,train
65366,8874,1,2016-02-25 16:03:48,train
65366,8917,1,2018-04-24 18:49:54,train
65366,27773,1,2016-02-25 16:23:57,train
65366,27904,1,2016-02-25 16:09:43,train
65366,32587,1,2016-02-25 16:04:38,train
65366,33794,1,2016-02-25 16:24:34,train
65366,38061,1,2016-02-25 16:04:17,train
65366,44191,1,2016-02-25 16:03:18,train
65366,44195,1,2016-02-25 16:04:40,train
65366,45081,0,2016-02-25 16:19:00,train
65366,48394,0,2016-02-25 16:02:34,train
65366,48516,1,2016-02-25 16:01:48,train
65366,48780,1,2016-02-25 16:24:00,train
65366,51255,1,2016-02-25 16:04:21,train
65366,51662,1,2016-02-25 16:09:07,train
65366,53000,1,2016-02-25 16:13:40,train
65366,53125,0,2016-02-25 16:14:25,train
65366,53996,0,2016-02-25 16:18:14,train
65366,56145,1,2016-02-25 16:12:38,train
65366,57640,1,2016-02-25 16:14:57,train
65366,57669,1,2016-02-25 16:04:06,train
65366,58559,1,2016-02-25 16:01:02,train
65366,59315,1,2016-02-25 16:03:43,train
65366,59369,1,2016-02-25 16:05:39,train
65366,60069,0,2016-02-25 16:02:28,train
65366,60072,0,2016-02-25 16:17:10,train
65366,60684,1,2016-02-25 16:07:45,train
65366,63082,0,2016-02-25 16:26:03,train
65366,68157,1,2016-02-25 16:02:33,train
65366,68237,1,2016-02-25 16:24:12,train
65366,68358,1,2016-02-25 16:03:32,train
65366,69526,0,2016-02-25 16:22:07,train
65366,70286,1,2016-02-25 16:27:07,train
65366,71535,1,2016-02-25 16:05:49,train
65366,72998,0,2016-02-25 16:07:34,train
65366,73017,1,2016-02-25 16:06:08,train
65366,74458,1,2016-02-25 16:25:40,train
65366,76251,1,2016-02-25 16:07:51,train
65366,77561,0,2016-02-25 16:10:16,train
65366,79132,1,2016-02-25 16:01:28,train
65366,79185,0,2016-02-25 16:17:27,train
65366,81591,0,2016-02-25 16:05:17,train
65366,83134,1,2017-06-12 21:37:02,train
65366,85414,0,2016-02-25 16:07:12,train
65366,87232,1,2016-02-25 16:05:27,train
65366,87520,0,2016-02-25 16:22:03,train
65366,87869,1,2016-02-25 16:15:30,train
65366,88140,0,2016-02-25 16:11:25,train
65366,88744,1,2016-02-25 16:09:54,train
65366,89745,1,2016-02-25 16:03:57,train
65366,90249,0,2016-02-25 16:15:46,train
65366,90405,0,2016-02-25 16:12:41,train
65366,90430,1,2016-02-25 16:09:24,train
65366,91500,1,2016-02-25 16:09:04,train
